last_updated	id	chi_name	chi_address	district	tel1	tel2	tel3	website	fb_page	remarks	head_ad1_image	head_ad1_href	head_ad1_start	head_ad1_end	head_ad2_image	head_ad2_href	head_ad2_start	head_ad2_end	head_ad3_image	head_ad3_href	head_ad3_start	head_ad3_end	footer_ad1_image	footer_ad1_href	footer_ad1_start	footer_ad1_end	opening_hours	weekday_text	Longitude	Latitude		
2022年3月22日	50	南區獸醫中心	香港鴨脷洲鴨脷洲大街165至167號樂景大廈地下A1至A2舖	港島中西及南區	2805 1318	2805 1328			https://www.facebook.com/108657846208155/																		[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1000'}}]	['星期一: 10:00 – 19:00', '星期二: 10:00 – 19:00', '星期三: 10:00 – 19:00', '星期四: 10:00 – 19:00', '星期五: 10:00 – 19:00', '星期六: 10:00 – 19:00', '星期日: 10:00 – 19:00']	114.1551	22.2437		
2022年3月22日	51	港島西動物醫院	香港西環堅尼地城海旁27號3號舖	港島中西及南區	35005830			https://westland-animal-hospital.business.site/	https://www.facebook.com/wlah.hk/																		[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0900'}}]	['星期一: 09:00 – 19:00', '星期二: 09:00 – 19:00', '星期三: 09:00 – 19:00', '星期四: 09:00 – 19:00', '星期五: 09:00 – 19:00', '星期六: 09:00 – 19:00', '星期日: 09:00 – 19:00']	114.132	22.2857		
2022年3月22日	52	愛心寵物醫院	香港西環北街13號昌裕大廈地舖	港島中西及南區	28182256																						[{'close': {'day': 0, 'time': '1300'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1500'}}, {'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 3, 'time': '1300'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1500'}}, {'close': {'day': 6, 'time': '1300'}, 'open': {'day': 6, 'time': '1000'}}]	['星期一: 10:00 – 13:00, 15:00 – 19:00', '星期二: 10:00 – 13:00, 15:00 – 19:00', '星期三: 10:00 – 13:00, 15:00 – 19:00', '星期四: 10:00 – 13:00, 15:00 – 19:00', '星期五: 休息', '星期六: 10:00 – 13:00, 15:00 – 19:00', '星期日: 10:00 – 13:00']	114.1287	22.284		
2022年3月22日	53	愛護動物協會 (灣仔總部)	香港灣仔運盛街5號	灣仔區	28020501			https://www.spca.org.hk	https://www.facebook.com/spcahk/																		[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0845'}}, {'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0845'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0845'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0845'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0845'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0845'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0845'}}]	['星期一: 08:45 – 18:00', '星期二: 08:45 – 18:00', '星期三: 08:45 – 18:00', '星期四: 08:45 – 18:00', '星期五: 08:45 – 18:00', '星期六: 08:45 – 18:00', '星期日: 08:45 – 18:00']	114.1791	22.2821		
2022年3月22日	54	皇后大道東獸醫診所	香港灣仔月街1至3號C舖	灣仔區	28654320			http://www.phoenixanimalclinic.com.hk	https://www.facebook.com/222007947815862/	公眾假期休息																	[{'close': {'day': 0, 'time': '1700'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '0900'}}]	['星期一: 09:00 – 17:00', '星期二: 09:00 – 17:00', '星期三: 09:00 – 17:00', '星期四: 09:00 – 17:00', '星期五: 09:00 – 17:00', '星期六: 09:00 – 17:00', '星期日: 09:00 – 17:00']	114.1778	22.2779		
2022年3月22日	55	香港獸醫中心	香港灣仔堅彌地街12-12A地舖	灣仔區	25202373				https://www.facebook.com/pages/%E9%A6%99%E6%B8%AF%E7%8D%B8%E9%86%AB%E4%B8%AD%E5%BF%83/209492419072418																		[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0900'}}]	['星期一: 09:00 – 19:00', '星期二: 09:00 – 19:00', '星期三: 09:00 – 19:00', '星期四: 09:00 – 19:00', '星期五: 09:00 – 19:00', '星期六: 09:00 – 19:00', '星期日: 休息']	114.1745	22.2735		
2022年3月22日	56	專科獸醫醫院	香港灣仔灣仔道165至171號樂基中心1樓和2樓	灣仔區	24082588			https://www.vsh.com.hk/ch/contact/contact-form.html	https://www.facebook.com/vsh.hk/																		[{'open': {'day': 0, 'time': '0000'}}]	['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']	114.177	22.2769		
2022年3月22日	57	灣仔動物醫院	香港灣仔交加里7號永成大廈地下及地庫	灣仔區	25725422			https://www.hongkongvet.com/zh-hant/about/main/1																			[{'close': {'day': 0, 'time': '1200'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1530'}}, {'close': {'day': 1, 'time': '1200'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1530'}}, {'close': {'day': 2, 'time': '1200'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1530'}}, {'close': {'day': 3, 'time': '1200'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1530'}}, {'close': {'day': 4, 'time': '1200'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1530'}}, {'close': {'day': 5, 'time': '1200'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1530'}}, {'close': {'day': 6, 'time': '1200'}, 'open': {'day': 6, 'time': '0900'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1530'}}]	['星期一: 09:00 – 12:00, 15:30 – 19:00', '星期二: 09:00 – 12:00, 15:30 – 19:00', '星期三: 09:00 – 12:00, 15:30 – 19:00', '星期四: 09:00 – 12:00, 15:30 – 19:00', '星期五: 09:00 – 12:00, 15:30 – 19:00', '星期六: 09:00 – 12:00, 15:30 – 19:00', '星期日: 09:00 – 12:00, 15:30 – 19:00']	114.1766	22.2768		
2022年3月22日	58	康迪亞獸醫	香港跑馬地藍塘道5-7號	灣仔區	26791000			http://www.concordiapetcare.com/	https://www.facebook.com/concordiapetcare/																		[{'open': {'day': 0, 'time': '0000'}}]	['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']	114.1855	22.2701		
2022年3月22日	59	快活谷獸醫中心	香港跑馬地源遠街15號地舖	灣仔區	25752389			http://www.valleyvetcentre.com.hk/	https://www.facebook.com/Valley-Veterinary-Centre-102868063129260/																		[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1300'}, 'open': {'day': 6, 'time': '1000'}}]	['星期一: 08:00 – 19:00', '星期二: 08:00 – 19:00', '星期三: 08:00 – 19:00', '星期四: 08:00 – 19:00', '星期五: 08:00 – 19:00', '星期六: 08:00 – 18:00', '星期日: 10:00 – 13:00']	114.2278	22.2777		
2022年3月22日	60	明慧獸醫診所	香港跑馬地晉源街7號晉寶大廈地下B舖	灣仔區	28335931																						[{'close': {'day': 0, 'time': '1830'}, 'open': {'day': 0, 'time': '0930'}}, {'close': {'day': 1, 'time': '1830'}, 'open': {'day': 1, 'time': '0930'}}, {'close': {'day': 2, 'time': '1830'}, 'open': {'day': 2, 'time': '0930'}}, {'close': {'day': 3, 'time': '1830'}, 'open': {'day': 3, 'time': '0930'}}, {'close': {'day': 4, 'time': '1830'}, 'open': {'day': 4, 'time': '0930'}}, {'close': {'day': 5, 'time': '1830'}, 'open': {'day': 5, 'time': '0930'}}, {'close': {'day': 6, 'time': '1830'}, 'open': {'day': 6, 'time': '0930'}}]	['星期一: 09:30 – 18:30', '星期二: 09:30 – 18:30', '星期三: 09:30 – 18:30', '星期四: 09:30 – 18:30', '星期五: 09:30 – 18:30', '星期六: 09:30 – 18:30', '星期日: 09:30 – 18:30']	114.1873	22.2675		
2022年3月22日	61	跑馬地獸醫診所及醫院	香港跑馬地昌明街4至6號地舖	灣仔區	25720977			www.hvvc.com.hk	https://www.facebook.com/pg/515854145181408																		[{'close': {'day': 0, 'time': '1300'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1500'}}, {'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 3, 'time': '1300'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1500'}}, {'close': {'day': 6, 'time': '1200'}, 'open': {'day': 6, 'time': '1000'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1400'}}]	['星期一: 09:00 – 13:00, 15:00 – 19:00', '星期二: 09:00 – 13:00, 15:00 – 19:00', '星期三: 09:00 – 13:00, 15:00 – 19:00', '星期四: 09:00 – 13:00, 15:00 – 19:00', '星期五: 09:00 – 13:00, 15:00 – 19:00', '星期六: 09:00 – 13:00, 15:00 – 19:00', '星期日: 10:00 – 12:00, 14:00 – 17:00']	114.185	22.2691		
2022年3月22日	62	順心動物診所	香港跑馬地源遠街8號	灣仔區	28956811			http://www.happypets.hk	https://www.facebook.com/HappypetsHK																		[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1000'}}]	['星期一: 10:00 – 19:00', '星期二: 10:00 – 19:00', '星期三: 10:00 – 19:00', '星期四: 10:00 – 19:00', '星期五: 10:00 – 19:00', '星期六: 10:00 – 19:00', '星期日: 10:00 – 19:00']	114.1861	22.2692		
2022年3月22日	63	港島獸醫診所	香港跑馬地成和道67D至E號壹鑾1至2號舖	灣仔區	29820222			https://www.hkivc.com.hk/	https://www.facebook.com/hkivc/																		[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0900'}}]	['星期一: 09:00 – 19:00', '星期二: 09:00 – 19:00', '星期三: 09:00 – 19:00', '星期四: 09:00 – 19:00', '星期五: 09:00 – 19:00', '星期六: 09:00 – 19:00', '星期日: 09:00 – 19:00']	114.1861	22.2691		
2022年3月22日	64	黎昌生獸醫診所 (跑馬地)	香港跑馬地山光道1A意盧小築地下B舖	灣仔區	28932988					公眾假期休息																	[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 0, 'time': '1930'}, 'open': {'day': 0, 'time': '1600'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '1030'}}, {'close': {'day': 1, 'time': '1930'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 2, 'time': '1930'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 3, 'time': '1930'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 4, 'time': '1930'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '1030'}}, {'close': {'day': 5, 'time': '1930'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '1030'}}, {'close': {'day': 6, 'time': '1930'}, 'open': {'day': 6, 'time': '1600'}}]	['星期一: 10:30 – 14:00, 16:00 – 19:30', '星期二: 10:30 – 14:00, 16:00 – 19:30', '星期三: 10:30 – 14:00, 16:00 – 19:30', '星期四: 10:30 – 14:00, 16:00 – 19:30', '星期五: 10:30 – 14:00, 16:00 – 19:30', '星期六: 10:30 – 14:00, 16:00 – 19:30', '星期日: 10:30 – 14:00, 16:00 – 19:30']	114.1869	22.2655		
2022年3月22日	65	大坑動物診所	香港大坑浣紗街1-5號浣紗閣2號舖地下	灣仔區	25775755																						[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1600'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '1030'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '1200'}}]	['星期一: 10:30 – 14:00, 16:00 – 19:00', '星期二: 10:30 – 14:00, 16:00 – 19:00', '星期三: 10:30 – 14:00, 16:00 – 19:00', '星期四: 10:30 – 14:00, 16:00 – 19:00', '星期五: 10:30 – 14:00, 16:00 – 19:00', '星期六: 12:00 – 18:00', '星期日: 12:00 – 18:00']	114.1926	22.2792		
2022年3月22日	66	九龍城中央動物醫院	九龍九龍城獅子石道6號地舖	九龍城區	28111160			http://www.centralanimalhospital.hk	https://www.facebook.com/centralanimalhospitalhk/	勞工假期休息																	[{'close': {'day': 0, 'time': '1300'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1500'}}, {'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 3, 'time': '1300'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1500'}}, {'close': {'day': 6, 'time': '1300'}, 'open': {'day': 6, 'time': '1000'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1500'}}]	['星期一: 10:00 – 13:00, 15:00 – 19:00', '星期二: 10:00 – 13:00, 15:00 – 19:00', '星期三: 10:00 – 13:00, 15:00 – 19:00', '星期四: 10:00 – 13:00, 15:00 – 19:00', '星期五: 10:00 – 13:00, 15:00 – 19:00', '星期六: 10:00 – 13:00, 15:00 – 19:00', '星期日: 10:00 – 13:00, 15:00 – 19:00']	114.1883	22.3293		
2022年3月22日	67	九龍動物醫院	九龍九龍城啟德道50號	九龍城區	23823300			http://kowloon-vet-hospital.com/	https://www.facebook.com/pg/171052712920																		[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1000'}}]	['星期一: 10:00 – 19:00', '星期二: 10:00 – 19:00', '星期三: 10:00 – 19:00', '星期四: 10:00 – 19:00', '星期五: 10:00 – 19:00', '星期六: 10:00 – 19:00', '星期日: 10:00 – 19:00']	114.1923	22.3298		
2022年3月22日	68	柏域獸醫診所	九龍九龍城城南道32號地下	九龍城區	23820228				https://www.facebook.com/%E6%9F%8F%E5%9F%9F%E7%8D%B8%E9%86%AB%E8%A8%BA%E6%89%80-PETn-Vet-Clinic-1300006873482504/																		[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}]	['星期一: 10:00 – 22:00', '星期二: 10:00 – 22:00', '星期三: 10:00 – 22:00', '星期四: 10:00 – 22:00', '星期五: 10:00 – 22:00', '星期六: 10:00 – 22:00', '星期日: 10:00 – 22:00']	114.1911	22.3293		
2022年3月22日	69	摯愛動物醫院	九龍九龍城打鼓嶺道54號地舖	九龍城區	23823113				https://www.facebook.com/%E6%91%AF%E6%84%9B%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-Essence-Veterinary-Hospital-223752754404309/																		[{'close': {'day': 0, 'time': '1300'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1500'}}, {'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 3, 'time': '1300'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1500'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '1000'}}]	['星期一: 10:00 – 13:00, 15:00 – 19:00', '星期二: 10:00 – 13:00, 15:00 – 19:00', '星期三: 10:00 – 13:00, 15:00 – 19:00', '星期四: 10:00 – 13:00, 15:00 – 19:00', '星期五: 10:00 – 13:00, 15:00 – 19:00', '星期六: 10:00 – 13:00, 15:00 – 19:00', '星期日: 10:00 – 18:00']	114.1917	22.3297		
2022年3月22日	70	土瓜灣動物醫院	九龍土瓜灣北帝街139號地舖	九龍城區	27119909			http://www.faithfulvet.com/	https://www.facebook.com/%E5%9C%9F%E7%93%9C%E7%81%A3%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-Faithful-Veterinary-Hospital-1656889077889160/																		[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0900'}}]	['星期一: 09:00 – 21:00', '星期二: 09:00 – 21:00', '星期三: 09:00 – 21:00', '星期四: 09:00 – 21:00', '星期五: 09:00 – 21:00', '星期六: 09:00 – 21:00', '星期日: 09:00 – 21:00']	114.1881	22.3204		
2022年3月22日	71	PPC動物診所	九龍土瓜灣美景街87號昌景閣地舖	九龍城區	28852389				https://www.facebook.com/preciouspet.clinic/	須預約																	[{'close': {'day': 0, 'time': '1930'}, 'open': {'day': 0, 'time': '0930'}}, {'close': {'day': 1, 'time': '1930'}, 'open': {'day': 1, 'time': '0930'}}, {'close': {'day': 2, 'time': '1930'}, 'open': {'day': 2, 'time': '0930'}}, {'close': {'day': 3, 'time': '1930'}, 'open': {'day': 3, 'time': '0930'}}, {'close': {'day': 4, 'time': '1930'}, 'open': {'day': 4, 'time': '0930'}}, {'close': {'day': 5, 'time': '1930'}, 'open': {'day': 5, 'time': '0930'}}, {'close': {'day': 6, 'time': '1930'}, 'open': {'day': 6, 'time': '0930'}}]	['星期一: 09:30 – 19:30', '星期二: 09:30 – 19:30', '星期三: 09:30 – 19:30', '星期四: 09:30 – 19:30', '星期五: 09:30 – 19:30', '星期六: 09:30 – 19:30', '星期日: 09:30 – 19:30']	114.1925	22.3181		
2022年3月22日	72	柏得康獸醫診所	九龍土瓜灣馬坑涌道5號中華商場地下1號舖	九龍城區	27112028																						[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1100'}}]	['星期一: 11:00 – 22:00', '星期二: 11:00 – 20:00', '星期三: 11:00 – 22:00', '星期四: 11:00 – 22:00', '星期五: 11:00 – 20:00', '星期六: 11:00 – 20:00', '星期日: 11:00 – 20:00']	114.1888	22.3199		
